,parent_id,cid,pluralName,shortName,name,level,order
707,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b18,Comic Shops,Comic Shop,Comic Shop,2,28
708,4d4b7105d754a06378d81259,5454144b498ec1f095bff2f2,Construction & Landscaping,Construction,Construction & Landscaping,2,29
709,4d4b7105d754a06378d81259,4d954b0ea243a5684a65b473,Convenience Stores,Convenience Store,Convenience Store,2,30
710,4d4b7105d754a06378d81259,4bf58dd8d48988d10c951735,Cosmetics Shops,Cosmetics,Cosmetics Shop,2,31
711,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b17,Costume Shops,Costume Shop,Costume Shop,2,32
712,4d4b7105d754a06378d81259,5032850891d4c4b30a586d62,Credit Unions,Credit Union,Credit Union,2,33
713,4d4b7105d754a06378d81259,5744ccdfe4b0c0459246b4be,Currency Exchanges,Currency Exchange,Currency Exchange,2,34
714,4d4b7105d754a06378d81259,4bf58dd8d48988d1f6941735,Department Stores,Department Store,Department Store,2,35
715,4d4b7105d754a06378d81259,4bf58dd8d48988d1f4941735,Design Studios,Design,Design Studio,2,36
716,4d4b7105d754a06378d81259,52dea92d3cf9994f4e043dbb,Discount Stores,Discount Store,Discount Store,2,37
717,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b1a,Dive Shops,Dive Shop,Dive Shop,2,38
718,4d4b7105d754a06378d81259,5745c2e4498e11e7bccabdbd,Drugstores,Drugstore,Drugstore,2,39
719,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b1d,Dry Cleaners,Dry Cleaner,Dry Cleaner,2,40
720,4d4b7105d754a06378d81259,5032872391d4c4b30a586d64,EV Charging Stations,EV Charging,EV Charging Station,2,41
721,4d4b7105d754a06378d81259,4bf58dd8d48988d122951735,Electronics Stores,Electronics,Electronics Store,2,42
722,4d4b7105d754a06378d81259,56aa371be4b08b9a8d573554,Entertainment Services,Entertainment Service,Entertainment Service,2,43
723,4d4b7105d754a06378d81259,5454152e498ef71e2b9132c6,Event Services,Event Services,Event Service,2,44
724,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b26,Fabric Shops,Fabric Shop,Fabric Shop,2,45
725,4d4b7105d754a06378d81259,56aa371be4b08b9a8d573523,Film Studios,Film Studio,Film Studio,2,46
726,4d4b7105d754a06378d81259,503287a291d4c4b30a586d65,Financial or Legal Services,Financial / Legal,Financial or Legal Service,2,47
727,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b3a,Fireworks Stores,Fireworks Store,Fireworks Store,2,48
728,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b16,Fishing Stores,Fishing Store,Fishing Store,2,49
729,4d4b7105d754a06378d81259,4bf58dd8d48988d1f7941735,Flea Markets,Flea Market,Flea Market,2,50
730,4d4b7105d754a06378d81259,56aa371be4b08b9a8d573505,Floating Markets,Floating Market,Floating Market,2,51
731,4d4b7105d754a06378d81259,4bf58dd8d48988d11b951735,Flower Shops,Flower Shop,Flower Shop,2,52
732,4d4b7105d754a06378d81259,4bf58dd8d48988d1f9941735,Food & Drink Shops,Food & Drink,Food & Drink Shop,2,53
733,4bf58dd8d48988d1f9941735,5370f356bcbc57f1066c94c2,Beer Stores,Beer Store,Beer Store,3,0
734,4bf58dd8d48988d1f9941735,4bf58dd8d48988d11d951735,Butchers,Butcher,Butcher,3,1
735,4bf58dd8d48988d1f9941735,4bf58dd8d48988d11e951735,Cheese Shops,Cheese Shop,Cheese Shop,3,2
736,4bf58dd8d48988d1f9941735,4bf58dd8d48988d1fa941735,Farmers Markets,Farmer's Market,Farmers Market,3,3
737,4bf58dd8d48988d1f9941735,4bf58dd8d48988d10e951735,Fish Markets,Fish Market,Fish Market,3,4
738,4bf58dd8d48988d1f9941735,56aa371be4b08b9a8d573550,Food Services,Food Service,Food Service,3,5
739,4bf58dd8d48988d1f9941735,4bf58dd8d48988d1f5941735,Gourmet Shops,Gourmet,Gourmet Shop,3,6
740,4bf58dd8d48988d1f9941735,4bf58dd8d48988d118951735,Grocery Stores,Grocery Store,Grocery Store,3,7
741,4bf58dd8d48988d1f9941735,50aa9e744b90af0d42d5de0e,Health Food Stores,Health Food Store,Health Food Store,3,8
742,4bf58dd8d48988d1f9941735,4bf58dd8d48988d186941735,Liquor Stores,Liquor Store,Liquor Store,3,9
743,4bf58dd8d48988d1f9941735,52f2ab2ebcbc57f1066b8b45,Organic Groceries,Organic Grocery,Organic Grocery,3,10
744,4bf58dd8d48988d1f9941735,56aa371be4b08b9a8d573564,Sausage Shops,Sausage Shop,Sausage Shop,3,11
745,4bf58dd8d48988d1f9941735,53e0feef498e5aac066fd8a9,Street Food Gatherings,Street Food Gathering,Street Food Gathering,3,12
746,4bf58dd8d48988d1f9941735,52f2ab2ebcbc57f1066b8b46,Supermarkets,Supermarket,Supermarket,3,13
747,4bf58dd8d48988d1f9941735,4bf58dd8d48988d119951735,Wine Shops,Wine Shop,Wine Shop,3,14
748,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b24,Frame Stores,Frame Store,Frame Store,2,54
749,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b1c,Fruit & Vegetable Stores,Fruit & Vegetable Store,Fruit & Vegetable Store,2,55
750,4d4b7105d754a06378d81259,4bf58dd8d48988d1f8941735,Furniture / Home Stores,Furniture / Home,Furniture / Home Store,2,56
751,4bf58dd8d48988d1f8941735,55888a5a498e782e3303b43a,Lighting Stores,Lighting,Lighting Store,3,0
752,4d4b7105d754a06378d81259,4bf58dd8d48988d18d941735,Gaming Cafes,Gaming Cafe,Gaming Cafe,2,57
753,4d4b7105d754a06378d81259,4eb1c0253b7b52c0e1adc2e9,Garden Centers,Garden Center,Garden Center,2,58
754,4d4b7105d754a06378d81259,4bf58dd8d48988d113951735,Gas Stations,Gas Station,Gas Station,2,59
755,4d4b7105d754a06378d81259,4bf58dd8d48988d128951735,Gift Shops,Gift Shop,Gift Shop,2,60
756,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b19,Gun Shops,Gun Shop,Gun Shop,2,61
757,4d4b7105d754a06378d81259,4bf58dd8d48988d112951735,Hardware Stores,Hardware,Hardware Store,2,62
758,4d4b7105d754a06378d81259,54541900498ea6ccd0202697,Health & Beauty Services,Health & Beauty,Health & Beauty Service,2,63
759,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b2c,Herbs & Spices Stores,Herbs & Spices Store,Herbs & Spices Store,2,64
760,4d4b7105d754a06378d81259,4bf58dd8d48988d1fb941735,Hobby Shops,Hobbies,Hobby Shop,2,65
761,4d4b7105d754a06378d81259,545419b1498ea6ccd0202f58,Home Services & Repairs,Home Services,Home Service,2,66
762,4d4b7105d754a06378d81259,50aaa5234b90af0d42d5de12,Hunting Supplies,Hunting Supply,Hunting Supply,2,67
763,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b36,IT Services,IT Services,IT Services,2,68
764,4d4b7105d754a06378d81259,4bf58dd8d48988d1f0941735,Internet Cafes,Internet Cafe,Internet Cafe,2,69
765,4d4b7105d754a06378d81259,4bf58dd8d48988d111951735,Jewelry Stores,Jewelry,Jewelry Store,2,70
766,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b25,Knitting Stores,Knitting Supplies,Knitting Store,2,71
767,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b33,Laundromats,Laundromat,Laundromat,2,72
768,4d4b7105d754a06378d81259,4bf58dd8d48988d1fc941735,Laundry Services,Laundry,Laundry Service,2,73
769,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b3f,Lawyers,Lawyer,Lawyer,2,74
770,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b2b,Leather Goods Stores,Leather Goods,Leather Goods Store,2,75
771,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b1e,Locksmiths,Locksmith,Locksmith,2,76
772,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b38,Lottery Retailers,Lottery,Lottery Retailer,2,77
773,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b29,Luggage Stores,Luggage Store,Luggage Store,2,78
774,4d4b7105d754a06378d81259,52c71aaf3cf9994f4e043d17,Marijuana Dispensaries,Dispensary,Marijuana Dispensary,2,79
775,4d4b7105d754a06378d81259,50be8ee891d4fa8dcc7199a7,Markets,Market,Market,2,80
776,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b3c,Massage Studios,Massage Studio,Massage Studio,2,81
777,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b27,Mattress Stores,Mattress Store,Mattress Store,2,82
778,4d4b7105d754a06378d81259,4bf58dd8d48988d1ff941735,Miscellaneous Shops,Shop,Miscellaneous Shop,2,83
779,4d4b7105d754a06378d81259,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shops,Mobile Phones,Mobile Phone Shop,2,84
780,4d4b7105d754a06378d81259,56aa371be4b08b9a8d57354a,Mobility Stores,Mobility Store,Mobility Store,2,85
781,4d4b7105d754a06378d81259,5032833091d4c4b30a586d60,Motorcycle Shops,Motorcycle Shop,Motorcycle Shop,2,86
782,4d4b7105d754a06378d81259,4bf58dd8d48988d1fe941735,Music Stores,Music Store,Music Store,2,87
783,4d4b7105d754a06378d81259,4f04aa0c2fb6e1c99f3db0b8,Nail Salons,Nail Salon,Nail Salon,2,88
784,4d4b7105d754a06378d81259,4f04ad622fb6e1c99f3db0b9,Newsstands,Newsstand,Newsstand,2,89
785,4d4b7105d754a06378d81259,4d954afda243a5684865b473,Optical Shops,Optical,Optical Shop,2,90
786,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b2f,Other Repair Shops,Other Repair,Other Repair Shop,2,91
787,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b22,Outdoor Supply Stores,Outdoor Supplies,Outdoor Supply Store,2,92
788,4d4b7105d754a06378d81259,5744ccdfe4b0c0459246b4df,Outlet Malls,Outlet Mall,Outlet Mall,2,93
789,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b35,Outlet Stores,Outlet Store,Outlet Store,2,94
790,4d4b7105d754a06378d81259,4bf58dd8d48988d121951735,Paper / Office Supplies Stores,Office Supplies,Paper / Office Supplies Store,2,95
791,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b34,Pawn Shops,Pawn Shop,Pawn Shop,2,96
792,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b23,Perfume Shops,Perfume Shop,Perfume Shop,2,97
793,4d4b7105d754a06378d81259,5032897c91d4c4b30a586d69,Pet Services,Pet Service,Pet Service,2,98
794,4d4b7105d754a06378d81259,4bf58dd8d48988d100951735,Pet Stores,Pet Store,Pet Store,2,99
795,4d4b7105d754a06378d81259,4bf58dd8d48988d10f951735,Pharmacies,Pharmacy,Pharmacy,2,100
796,4d4b7105d754a06378d81259,4eb1bdde3b7b55596b4a7490,Photography Labs,Photography Lab,Photography Lab,2,101
797,4d4b7105d754a06378d81259,554a5e17498efabeda6cc559,Photography Studios,Photo Studio,Photography Studio,2,102
798,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b20,Piercing Parlors,Piercing Parlor,Piercing Parlor,2,103
799,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b3d,Pop-Up Shops,Pop-Up Shop,Pop-Up Shop,2,104
800,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b28,Print Shops,Print Shop,Print Shop,2,105
801,4d4b7105d754a06378d81259,5744ccdfe4b0c0459246b4c4,Public Bathrooms,Public Bathroom,Public Bathroom,2,106
802,4d4b7105d754a06378d81259,5032885091d4c4b30a586d66,Real Estate Offices,Real Estate,Real Estate Office,2,107
803,4d4b7105d754a06378d81259,4bf58dd8d48988d10d951735,Record Shops,Record Shop,Record Shop,2,108
804,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b37,Recording Studios,Recording Studio,Recording Studio,2,109
805,4d4b7105d754a06378d81259,4f4531084b9074f6e4fb0101,Recycling Facilities,Recycling,Recycling Facility,2,110
806,4d4b7105d754a06378d81259,56aa371be4b08b9a8d573552,Rental Services,Rental Service,Rental Service,2,111
807,4d4b7105d754a06378d81259,4bf58dd8d48988d110951735,Salons / Barbershops,Salon / Barbershop,Salon / Barbershop,2,112
808,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b1f,Shipping Stores,Shipping Store,Shipping Store,2,113
809,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b39,Shoe Repair Shops,Shoe Repair,Shoe Repair,2,114
810,4d4b7105d754a06378d81259,4bf58dd8d48988d1fd941735,Shopping Malls,Mall,Shopping Mall,2,115
811,4d4b7105d754a06378d81259,5744ccdfe4b0c0459246b4dc,Shopping Plazas,Shopping Plaza,Shopping Plaza,2,116
812,4d4b7105d754a06378d81259,56aa371be4b08b9a8d573566,Ski Shops,Ski Shop,Ski Shop,2,117
813,4d4b7105d754a06378d81259,4bf58dd8d48988d123951735,Smoke Shops,Smoke Shop,Smoke Shop,2,118
814,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b41,Smoothie Shops,Smoothie Shop,Smoothie Shop,2,119
815,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b1b,Souvenir Shops,Souvenir Shop,Souvenir Shop,2,120
816,4d4b7105d754a06378d81259,4bf58dd8d48988d1ed941735,Spas,Spa,Spa,2,121
817,4d4b7105d754a06378d81259,4bf58dd8d48988d1f2941735,Sporting Goods Shops,Sporting Goods,Sporting Goods Shop,2,122
818,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b21,Stationery Stores,Stationery Store,Stationery Store,2,123
819,4d4b7105d754a06378d81259,4f04b1572fb6e1c99f3db0bf,Storage Facilities,Storage,Storage Facility,2,124
820,4d4b7105d754a06378d81259,5744ccdfe4b0c0459246b4cd,Supplement Shops,Supplement Shop,Supplement Shop,2,125
821,4d4b7105d754a06378d81259,5032781d91d4c4b30a586d5b,Tailor Shops,Tailor,Tailor Shop,2,126
822,4d4b7105d754a06378d81259,4d1cf8421a97d635ce361c31,Tanning Salons,Tanning Salon,Tanning Salon,2,127
823,4d4b7105d754a06378d81259,4bf58dd8d48988d1de931735,Tattoo Parlors,Tattoo,Tattoo Parlor,2,128
824,4d4b7105d754a06378d81259,4bf58dd8d48988d101951735,Thrift / Vintage Stores,Thrift / Vintage,Thrift / Vintage Store,2,129
825,4d4b7105d754a06378d81259,4bf58dd8d48988d1f3941735,Toy / Game Stores,Toys & Games,Toy / Game Store,2,130
826,4d4b7105d754a06378d81259,4f04b08c2fb6e1c99f3db0bd,Travel Agencies,Travel Agency,Travel Agency,2,131
827,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b30,Used Bookstores,Used Bookstore,Used Bookstore,2,132
828,4d4b7105d754a06378d81259,56aa371be4b08b9a8d57355c,Vape Stores,Vape Store,Vape Store,2,133
829,4d4b7105d754a06378d81259,4bf58dd8d48988d10b951735,Video Game Stores,Video Games,Video Game Store,2,134
830,4d4b7105d754a06378d81259,4bf58dd8d48988d126951735,Video Stores,Video Store,Video Store,2,135
831,4d4b7105d754a06378d81259,52e816a6bcbc57f1066b7a54,Warehouse Stores,Warehouse Store,Warehouse Store,2,136
832,4d4b7105d754a06378d81259,52f2ab2ebcbc57f1066b8b2e,Watch Shops,Watch Shops,Watch Shop,2,137
833,root,4d4b7105d754a06379d81259,Travel & Transport,Travel,Travel & Transport,1,9
834,4d4b7105d754a06379d81259,4bf58dd8d48988d1ed931735,Airports,Airport,Airport,2,0
835,4bf58dd8d48988d1ed931735,4bf58dd8d48988d1ef931735,Airport Food Courts,Food Court,Airport Food Court,3,0
836,4bf58dd8d48988d1ed931735,4bf58dd8d48988d1f0931735,Airport Gates,Gate,Airport Gate,3,1
837,4bf58dd8d48988d1ed931735,4eb1bc533b7b2c5b1d4306cb,Airport Lounges,Lounge,Airport Lounge,3,2
838,4bf58dd8d48988d1ed931735,56aa371be4b08b9a8d57352f,Airport Services,Airport Service,Airport Service,3,3
839,4bf58dd8d48988d1ed931735,4bf58dd8d48988d1eb931735,Airport Terminals,Terminal,Airport Terminal,3,4
840,4bf58dd8d48988d1ed931735,4bf58dd8d48988d1ec931735,Airport Trams,Tram,Airport Tram,3,5
841,4bf58dd8d48988d1ed931735,5744ccdfe4b0c0459246b4e5,Baggage Claims,Baggage Claim,Baggage Claim,3,6
842,4bf58dd8d48988d1ed931735,4bf58dd8d48988d1f7931735,Planes,Plane,Plane,3,7
843,4d4b7105d754a06379d81259,5744ccdfe4b0c0459246b4e8,Baggage Lockers,Baggage Locker,Baggage Locker,2,1
844,4d4b7105d754a06379d81259,4e4c9077bd41f78e849722f9,Bike Rentals / Bike Shares,Bike,Bike Rental / Bike Share,2,2
845,4d4b7105d754a06379d81259,5744ccdfe4b0c0459246b4c1,Boat Rentals,Boat Rental,Boat Rental,2,3
846,4d4b7105d754a06379d81259,4bf58dd8d48988d12d951735,Boats or Ferries,Boat / Ferry,Boat or Ferry,2,4
847,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b4b,Border Crossings,Border Crossing,Border Crossing,2,5
848,4d4b7105d754a06379d81259,4bf58dd8d48988d1fe931735,Bus Stations,Bus Station,Bus Station,2,6
849,4bf58dd8d48988d1fe931735,4bf58dd8d48988d12b951735,Bus Lines,Bus,Bus Line,3,0
850,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b4f,Bus Stops,Bus Stop,Bus Stop,2,7
851,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b50,Cable Cars,Cable Car,Cable Car,2,8
852,4d4b7105d754a06379d81259,55077a22498e5e9248869ba2,Cruises,Cruise,Cruise,2,9
853,4d4b7105d754a06379d81259,4bf58dd8d48988d1f6931735,General Travel,Travel,General Travel,2,10
854,4d4b7105d754a06379d81259,56aa371ce4b08b9a8d57356e,Heliports,Heliport,Heliport,2,11
855,4d4b7105d754a06379d81259,4bf58dd8d48988d1fa931735,Hotels,Hotel,Hotel,2,12
856,4bf58dd8d48988d1fa931735,4bf58dd8d48988d1f8931735,Bed & Breakfasts,B & B,Bed & Breakfast,3,0
857,4bf58dd8d48988d1fa931735,4f4530a74b9074f6e4fb0100,Boarding Houses,Boarding,Boarding House,3,1
858,4bf58dd8d48988d1fa931735,4bf58dd8d48988d1ee931735,Hostels,Hostel,Hostel,3,2
859,4bf58dd8d48988d1fa931735,4bf58dd8d48988d132951735,Hotel Pools,Pool,Hotel Pool,3,3
860,4bf58dd8d48988d1fa931735,4bf58dd8d48988d1fb931735,Motels,Motel,Motel,3,4
861,4bf58dd8d48988d1fa931735,4bf58dd8d48988d12f951735,Resorts,Resort,Resort,3,5
862,4bf58dd8d48988d1fa931735,4bf58dd8d48988d133951735,Roof Decks,Roof Deck,Roof Deck,3,6
863,4bf58dd8d48988d1fa931735,56aa371be4b08b9a8d5734e1,Vacation Rentals,Vacation Rental,Vacation Rental,3,7
864,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b4c,Intersections,Intersection,Intersection,2,13
865,4d4b7105d754a06379d81259,4bf58dd8d48988d1fc931735,Light Rail Stations,Light Rail,Light Rail Station,2,14
866,4d4b7105d754a06379d81259,4bf58dd8d48988d1fd931735,Metro Stations,Metro,Metro Station,2,15
867,4d4b7105d754a06379d81259,4f2a23984b9023bd5841ed2c,Moving Targets,Moving Target,Moving Target,2,16
868,4d4b7105d754a06379d81259,4e74f6cabd41c4836eac4c31,Piers,Piers,Pier,2,17
869,4d4b7105d754a06379d81259,56aa371be4b08b9a8d57353e,Ports,Port,Port,2,18
870,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b53,RV Parks,RV Park,RV Park,2,19
871,4d4b7105d754a06379d81259,4bf58dd8d48988d1ef941735,Rental Car Locations,Rental Car,Rental Car Location,2,20
872,4d4b7105d754a06379d81259,4d954b16a243a5684b65b473,Rest Areas,Rest Areas,Rest Area,2,21
873,4d4b7105d754a06379d81259,4bf58dd8d48988d1f9931735,Roads,Road,Road,2,22
874,4d4b7105d754a06379d81259,53fca564498e1a175f32528b,Taxi Stands,Taxi Stand,Taxi Stand,2,23
875,4d4b7105d754a06379d81259,4bf58dd8d48988d130951735,Taxis,Taxi,Taxi,2,24
876,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b4d,Toll Booths,Toll Booth,Toll Booth,2,25
877,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b4e,Toll Plazas,Toll Plaza,Toll Plaza,2,26
878,4d4b7105d754a06379d81259,4f4530164b9074f6e4fb00ff,Tourist Information Centers,Tourist Information,Tourist Information Center,2,27
879,4d4b7105d754a06379d81259,4bf58dd8d48988d129951735,Train Stations,Train Station,Train Station,2,28
880,4bf58dd8d48988d129951735,4f4531504b9074f6e4fb0102,Platforms,Platform,Platform,3,0
881,4bf58dd8d48988d129951735,4bf58dd8d48988d12a951735,Trains,Train,Train,3,1
882,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b51,Tram Stations,Tram,Tram Station,2,29
883,4d4b7105d754a06379d81259,54541b70498ea6ccd0204bff,Transportation Services,Transportation Services,Transportation Service,2,30
884,4d4b7105d754a06379d81259,4f04b25d2fb6e1c99f3db0c0,Travel Lounges,Lounge,Travel Lounge,2,31
885,4d4b7105d754a06379d81259,52f2ab2ebcbc57f1066b8b4a,Tunnels,Tunnel,Tunnel,2,32
